,promotion_last_5years,Work_accident,satisfaction_level,average_montly_hours,last_evaluation,number_project,department,department_id,time_spend_company,left
9038,0,1,0.5,266,0.65,4,sales,7,3,0
9039,0,0,0.62,134,0.68,3,sales,7,2,0
9040,0,0,0.76,147,0.55,4,sales,7,3,0
9041,0,0,0.97,237,0.88,4,sales,7,4,0
9042,0,0,0.78,114,0.57,5,sales,7,4,0
9043,0,1,0.81,166,0.89,4,sales,7,2,0
9044,0,1,0.15,173,0.95,4,sales,7,5,0
9045,0,1,0.72,205,0.5,3,sales,7,3,0
9046,0,0,0.8,219,0.5,3,sales,7,3,0
9047,0,0,0.76,173,0.74,3,sales,7,2,0
9048,0,0,0.19,231,0.73,4,sales,7,3,0
9049,0,0,0.75,133,0.75,5,sales,7,2,0
9050,0,0,0.94,220,0.49,4,sales,7,3,0
9051,0,0,0.93,158,0.59,5,sales,7,3,0
9052,0,0,0.96,182,0.92,3,sales,7,4,0
9053,0,0,0.14,275,0.57,6,sales,7,5,0
9054,0,0,0.68,243,0.65,3,sales,7,2,0
9055,0,0,0.95,263,0.86,2,sales,7,4,0
9056,0,0,0.87,143,0.67,5,sales,7,3,0
9057,0,1,0.22,160,0.53,5,sales,7,4,0
9058,0,1,0.95,142,0.65,5,sales,7,2,0
9059,0,0,0.18,169,0.5,4,sales,7,4,0
9060,0,0,0.87,214,0.63,5,sales,7,3,0
9061,0,0,0.23,131,0.84,5,sales,7,5,0
9062,0,0,0.93,213,0.69,3,sales,7,4,0
9063,0,0,0.58,244,0.75,4,sales,7,4,0
9064,0,1,0.68,169,0.55,4,sales,7,3,0
9065,0,0,0.76,156,0.71,4,sales,7,3,0
9066,0,0,0.68,161,0.84,5,sales,7,3,0
9067,0,0,0.99,152,0.47,3,sales,7,5,0
9068,0,0,0.64,201,0.55,3,sales,7,2,0
9069,0,1,0.61,269,0.83,5,sales,7,5,0
9070,0,0,0.51,242,0.5,5,sales,7,2,0
9071,0,0,0.69,113,0.66,3,sales,7,4,0
9072,0,0,0.85,251,0.6,3,sales,7,2,0
9073,0,0,0.55,99,0.89,6,sales,7,3,0
9074,0,0,0.34,265,0.52,6,sales,7,6,0
9075,0,0,0.87,244,0.79,3,sales,7,3,0
9076,0,0,0.9,162,0.52,3,sales,7,2,0
9077,0,0,0.51,234,0.63,3,sales,7,2,0
9078,0,0,0.62,168,0.71,4,sales,7,2,0
9079,0,0,0.47,120,0.43,3,sales,7,3,0
9080,0,0,0.59,274,0.94,5,sales,7,2,0
9081,0,0,0.87,202,0.62,4,sales,7,3,0
9082,0,0,0.59,209,0.97,3,sales,7,3,0
9083,0,0,0.87,224,0.71,6,sales,7,6,0
9084,0,0,0.89,168,0.93,3,sales,7,2,0
9085,0,0,0.73,227,0.68,4,sales,7,3,0
9086,0,0,0.79,217,0.98,3,sales,7,3,0
9087,0,1,0.8,205,0.74,2,sales,7,3,0
9088,0,0,0.73,223,0.89,5,sales,7,3,0
9089,0,1,0.96,175,0.9,3,sales,7,3,0
9090,0,0,0.66,175,0.96,3,sales,7,2,0
9091,0,0,0.53,254,0.97,4,sales,7,3,0
9092,0,0,0.86,215,0.56,5,sales,7,2,0
9093,0,0,0.92,166,0.86,3,sales,7,4,0
9094,0,1,0.5,220,0.83,2,sales,7,2,0
9095,0,0,0.82,163,0.74,3,sales,7,2,0
9096,0,0,0.42,151,0.5,2,sales,7,3,0
9097,0,0,0.51,137,0.79,3,sales,7,3,0
9098,0,1,0.63,158,0.78,2,sales,7,5,0
9099,0,0,0.43,102,0.81,3,sales,7,3,0
9100,0,0,0.5,256,0.49,5,sales,7,3,0
9101,0,0,0.81,203,0.87,4,sales,7,2,0
9102,0,1,0.63,177,0.7,5,sales,7,2,0
9103,0,0,0.86,197,0.7,4,sales,7,3,0
9104,0,0,0.92,202,0.91,3,sales,7,2,0
9105,0,0,0.72,229,0.78,3,sales,7,2,0
9106,0,0,0.78,181,0.63,4,sales,7,2,0
9107,0,0,0.76,254,0.65,3,sales,7,2,0
9108,0,0,0.84,162,0.63,2,sales,7,3,0
9109,0,0,0.78,102,0.54,4,sales,7,3,0
9110,0,0,0.57,197,0.59,4,sales,7,3,0
9111,0,0,0.15,98,0.42,3,sales,7,3,0
9112,0,0,0.69,232,0.77,3,sales,7,2,0
9113,0,1,0.73,252,0.6,3,sales,7,4,0
9114,0,1,0.65,201,0.79,3,sales,7,3,0
9115,0,0,0.54,163,0.87,4,sales,7,3,0
9116,0,0,0.6,180,0.73,2,sales,7,2,0
9117,0,0,0.72,243,0.67,3,sales,7,3,0
9118,0,0,0.97,213,0.49,4,sales,7,2,0
9119,0,0,0.99,273,0.89,3,sales,7,2,0
9120,0,0,0.75,195,0.93,4,sales,7,3,0
9121,0,0,0.84,246,0.98,4,sales,7,3,0
9122,0,1,0.76,196,0.5,3,sales,7,3,0
9123,0,1,0.96,205,0.51,5,sales,7,2,0
9124,0,0,0.12,287,0.81,4,sales,7,6,0
9125,0,0,0.54,211,0.79,3,sales,7,3,0
9126,0,0,0.69,261,0.98,3,sales,7,4,0
9127,0,0,0.77,204,0.71,5,sales,7,3,0
9128,0,0,0.96,163,0.86,2,sales,7,3,0
9129,0,0,0.53,162,0.62,4,sales,7,2,0
9130,0,1,0.54,259,0.72,4,sales,7,2,0
9131,0,0,0.89,151,0.64,4,sales,7,5,0
9132,0,0,0.52,266,0.84,2,sales,7,2,0
9133,0,1,0.29,110,0.65,5,sales,7,5,0
9134,0,0,0.8,245,0.53,3,sales,7,3,0
9135,0,0,0.18,209,0.67,5,sales,7,4,0
9136,0,0,0.58,184,0.5,5,sales,7,4,0
9137,0,0,0.63,229,0.67,4,sales,7,3,0
9138,0,1,0.68,180,0.81,3,sales,7,2,0
9139,0,0,0.91,135,0.98,5,sales,7,3,0
9140,0,0,0.95,174,0.94,3,sales,7,3,0
9141,0,0,0.89,278,0.76,2,sales,7,2,0
9142,0,0,0.76,197,0.76,3,sales,7,2,0
9143,0,0,0.96,157,0.72,3,sales,7,3,0
9144,0,0,0.78,156,0.63,4,sales,7,3,0
9145,0,0,0.98,186,0.9,3,sales,7,4,0
9146,0,0,0.76,217,0.42,3,sales,7,2,0
9147,0,0,0.63,192,0.49,5,sales,7,2,0
9148,0,0,0.39,127,0.37,3,sales,7,3,0
9149,0,0,0.91,257,0.67,3,sales,7,2,0
9150,0,0,0.8,229,0.8,4,sales,7,4,0
9151,0,1,0.89,274,0.64,4,sales,7,2,0
9152,0,0,0.75,196,0.41,5,sales,7,4,0
9153,0,0,0.94,137,0.85,3,sales,7,3,0
9154,0,0,0.27,213,0.61,3,sales,7,6,0
9155,0,0,0.71,137,0.72,4,sales,7,3,0
9156,0,0,0.85,189,0.66,5,sales,7,3,0
9157,0,1,0.87,229,0.91,3,sales,7,3,0
9158,0,1,0.86,199,0.93,3,sales,7,3,0
9159,0,0,0.49,250,0.85,3,sales,7,2,0
9160,0,0,0.99,263,0.59,5,sales,7,3,0
9161,0,1,0.75,268,0.95,3,sales,7,3,0
9162,0,0,0.61,187,0.64,3,sales,7,2,0
9163,0,0,0.89,196,0.84,6,sales,7,4,0
9164,0,0,0.77,232,0.7,4,sales,7,3,0
9165,0,0,0.7,226,0.79,3,sales,7,4,0
9166,0,0,0.5,96,0.58,4,sales,7,3,0
9167,0,0,0.61,133,1.0,4,sales,7,4,0
9168,0,0,0.98,214,0.53,4,sales,7,2,0
9169,0,0,0.61,252,0.77,4,sales,7,2,0
9170,0,0,0.85,199,0.56,3,sales,7,4,0
9171,0,0,0.42,150,0.85,3,sales,7,3,0
9172,0,0,0.56,141,0.75,4,sales,7,3,0
9173,0,0,0.88,239,0.8,4,sales,7,3,0
9174,0,1,0.72,163,0.7,3,sales,7,3,0
9175,0,0,0.15,121,0.8,5,sales,7,5,0
9176,0,0,0.6,203,0.5,5,sales,7,3,0
9177,0,0,0.38,151,0.51,3,sales,7,2,0
9178,0,0,0.81,239,0.77,4,sales,7,3,0
9179,0,0,0.75,166,0.53,3,sales,7,3,0
9180,0,0,0.52,268,0.92,3,sales,7,3,0
9181,0,0,0.51,196,1.0,5,sales,7,4,0
9182,0,0,0.66,241,0.62,4,sales,7,3,0
9183,0,0,0.8,251,0.87,5,sales,7,3,0
9184,0,0,0.85,263,0.69,3,sales,7,3,0
9185,0,1,0.77,224,0.73,3,sales,7,2,0
9186,0,0,0.29,138,0.4,4,sales,7,4,0
9187,0,0,0.15,167,0.67,6,sales,7,6,0
9188,0,0,0.73,266,0.83,5,sales,7,5,0
9189,0,0,0.55,116,0.74,2,sales,7,3,0
9190,0,0,0.2,160,0.69,2,sales,7,4,0
9191,0,1,0.56,144,0.68,3,sales,7,3,0
9192,0,0,0.55,190,0.54,3,sales,7,3,0
9193,0,0,0.9,175,0.49,6,sales,7,4,0
9194,0,0,0.96,183,0.81,4,sales,7,3,0
9195,0,0,0.86,158,0.9,3,sales,7,2,0
9196,0,0,0.67,210,0.76,2,sales,7,2,0
9197,0,0,0.9,247,0.59,3,sales,7,2,0
9198,0,0,0.52,156,0.8,3,sales,7,3,0
9199,0,0,0.57,202,0.89,3,sales,7,2,0
9200,0,0,0.55,157,0.83,3,sales,7,2,0
9201,0,0,0.2,258,0.83,4,sales,7,4,0
9202,0,0,0.89,176,0.66,4,sales,7,3,0
9203,0,0,0.15,214,0.56,4,sales,7,5,0
9204,0,0,0.8,212,0.6,3,sales,7,3,0
9205,0,1,0.55,271,0.48,4,sales,7,6,0
9206,0,0,0.53,281,0.64,5,sales,7,4,0
9207,0,0,0.62,204,0.77,3,sales,7,4,0
9208,0,0,1.0,112,0.58,3,sales,7,2,0
9209,0,0,0.31,120,0.75,3,sales,7,4,0
9210,0,0,0.62,134,0.51,5,sales,7,3,0
9211,0,0,0.73,222,0.61,5,sales,7,3,0
9212,0,0,0.52,203,0.61,3,sales,7,3,0
9213,0,0,0.33,239,0.65,2,sales,7,5,0
9214,0,0,0.64,269,0.52,3,sales,7,2,0
9215,0,0,0.88,235,0.81,4,sales,7,6,0
9216,0,0,0.52,136,0.99,3,sales,7,3,0
9217,0,0,0.95,210,0.81,5,sales,7,4,0
9218,0,0,0.96,230,0.62,5,sales,7,2,0
9219,0,0,0.98,186,0.58,5,sales,7,3,0
9220,0,0,0.51,271,0.51,2,sales,7,3,0
9221,0,0,1.0,105,0.63,2,sales,7,2,0
9222,0,0,0.97,147,0.67,2,sales,7,2,0
9223,0,0,0.79,177,0.56,4,sales,7,3,0
9224,0,0,0.64,135,0.45,3,sales,7,6,0
9225,0,0,0.84,243,0.76,5,sales,7,3,0
9226,0,0,0.94,166,0.57,3,sales,7,4,0
9227,0,0,0.7,194,0.79,4,sales,7,3,0
9228,0,0,0.64,201,1.0,4,sales,7,2,0
9229,0,0,0.56,248,0.88,4,sales,7,2,0
9230,0,0,0.32,111,0.81,5,sales,7,4,0
9231,0,0,0.75,174,0.72,5,sales,7,3,0
9232,0,1,0.78,241,0.58,3,sales,7,3,0
9233,0,0,0.7,173,0.49,4,sales,7,3,0
9234,0,0,0.13,210,0.48,3,sales,7,3,0
9235,0,1,0.53,268,0.85,5,sales,7,3,0
9236,0,0,0.41,135,0.48,3,sales,7,3,0
9237,0,1,0.9,201,0.64,4,sales,7,2,0
9238,0,0,0.67,171,0.9,5,sales,7,3,0
9239,0,0,0.22,225,0.7,4,sales,7,4,0
9240,0,0,0.35,144,0.56,3,sales,7,3,0
9241,0,1,0.66,185,0.96,4,sales,7,2,0
9242,0,1,0.63,275,0.82,5,sales,7,3,0
9243,0,0,0.89,269,0.67,3,sales,7,3,0
9244,0,0,0.88,201,0.75,4,sales,7,2,0
9245,0,0,0.73,166,0.6,4,sales,7,3,0
9246,0,1,1.0,280,0.83,4,sales,7,4,0
9247,0,1,0.99,254,0.89,4,sales,7,3,0
9248,0,0,0.12,230,0.84,5,sales,7,4,0
9249,0,0,0.64,269,0.43,5,sales,7,3,0
9250,0,0,0.65,248,0.72,3,sales,7,4,0
9251,0,0,0.56,161,0.57,4,sales,7,3,0
9252,0,0,0.88,237,0.62,4,sales,7,2,0
9253,0,0,0.54,144,0.68,3,sales,7,5,0
9254,0,0,0.34,202,0.82,6,sales,7,3,0
9255,0,0,0.5,174,0.76,3,sales,7,3,0
9256,0,0,0.59,210,0.61,3,sales,7,2,0
9257,0,0,0.68,186,0.58,4,sales,7,2,0
9258,0,0,0.85,184,0.82,5,sales,7,3,0
9259,0,0,0.83,260,0.77,3,sales,7,2,0
9260,0,1,0.7,207,0.58,4,sales,7,2,0
9261,0,0,0.16,210,0.76,6,sales,7,5,0
9262,0,0,0.66,206,0.95,5,sales,7,2,0
9263,0,0,0.81,173,0.84,4,sales,7,4,0
9264,0,1,0.96,194,0.74,5,sales,7,4,0
9265,0,0,0.66,203,0.54,5,sales,7,2,0
9266,0,0,0.83,186,0.53,3,sales,7,4,0
9267,0,1,0.99,175,0.9,4,sales,7,3,0
9268,0,0,0.99,274,0.83,4,sales,7,2,0
9269,0,0,0.67,193,0.78,4,sales,7,3,0
9270,0,0,0.54,264,0.61,2,sales,7,3,0
9271,0,0,0.22,212,0.69,3,sales,7,3,0
9272,0,1,0.25,244,0.82,5,sales,7,5,0
9273,0,0,0.73,216,0.98,4,sales,7,2,0
9274,0,0,0.52,165,0.98,4,sales,7,2,0
9275,0,0,0.76,111,0.79,3,sales,7,2,0
9276,0,0,0.78,232,0.6,3,sales,7,2,0
9277,0,0,0.59,190,0.52,6,sales,7,4,0
9278,0,1,0.54,145,0.71,3,sales,7,3,0
9279,0,0,0.34,193,0.69,2,sales,7,3,0
9280,0,0,0.91,183,0.82,3,sales,7,2,0
9281,0,0,0.49,240,0.61,3,sales,7,3,0
9282,0,0,0.71,210,1.0,5,sales,7,3,0
9283,0,1,0.64,152,0.72,4,sales,7,3,0
9284,0,0,0.6,140,0.61,4,sales,7,4,0
9285,0,0,0.91,208,0.66,3,sales,7,4,0
9286,0,0,0.92,198,0.6,3,sales,7,2,0
9287,0,0,0.91,178,0.52,3,sales,7,3,0
9288,0,1,0.88,279,0.77,3,sales,7,3,0
9289,0,0,0.86,263,0.82,3,sales,7,6,0
9290,0,1,0.81,215,0.54,3,sales,7,4,0
9291,0,1,0.84,181,0.73,3,sales,7,3,0
9292,0,0,0.56,270,0.55,2,sales,7,3,0
9293,0,0,0.6,236,0.52,3,sales,7,3,0
9294,0,0,0.79,248,0.56,4,sales,7,3,0
9295,0,0,0.18,231,0.73,6,sales,7,4,0
9296,0,1,0.33,210,1.0,2,sales,7,3,0
9297,0,0,0.15,164,0.92,5,sales,7,3,0
9298,0,0,0.61,198,0.78,4,sales,7,3,0
9299,0,0,0.92,220,0.55,4,sales,7,2,0
9300,0,0,0.13,283,0.61,6,sales,7,5,0
9301,0,0,0.18,240,0.48,4,sales,7,4,0
9302,0,0,0.27,142,0.85,5,sales,7,6,0
9303,0,0,0.66,263,0.61,4,sales,7,4,0
9304,0,0,0.21,142,0.81,5,sales,7,4,0
9305,0,0,0.92,203,0.9,4,sales,7,4,0
9306,0,1,0.97,266,0.5,3,sales,7,3,0
9307,0,0,0.97,253,0.7,3,sales,7,3,0
9308,0,0,0.64,136,0.61,4,sales,7,3,0
9309,0,0,0.75,140,0.9,3,sales,7,3,0
9310,0,0,0.9,252,0.76,4,sales,7,4,0
9311,0,0,0.81,101,0.75,5,sales,7,5,0
9312,0,0,0.99,163,0.72,3,sales,7,3,0
9313,0,0,0.49,170,0.5,5,sales,7,2,0
9314,0,0,0.75,211,0.92,3,sales,7,3,0
9315,0,0,0.66,185,0.56,4,sales,7,3,0
9316,0,0,0.92,259,0.64,4,sales,7,2,0
9317,0,0,0.19,102,0.72,4,sales,7,3,0
9318,0,0,0.39,156,0.37,5,sales,7,4,0
9319,0,0,0.41,191,0.68,3,sales,7,4,0
9320,0,0,0.6,239,0.49,3,sales,7,2,0
9321,0,0,0.95,235,0.54,4,sales,7,4,0
9322,0,0,0.51,130,0.87,2,sales,7,4,0
9323,0,0,0.54,166,0.74,2,sales,7,3,0
9324,0,0,0.16,206,0.54,5,sales,7,5,0
9325,0,0,0.98,191,0.77,3,sales,7,2,0
9326,0,0,0.65,214,0.75,3,sales,7,3,0
9327,0,0,0.38,196,0.5,3,sales,7,3,0
9328,0,0,0.95,151,0.71,4,sales,7,4,0
9329,0,0,0.6,165,0.62,5,sales,7,2,0
9330,0,0,0.78,177,0.91,3,sales,7,2,0
9331,0,0,0.19,241,0.63,6,sales,7,6,0
9332,0,0,0.56,230,0.99,4,sales,7,3,0
9333,0,0,0.21,270,0.71,4,sales,7,2,0
9334,0,0,0.73,247,0.62,4,sales,7,4,0
9335,0,0,0.73,163,0.97,4,sales,7,3,0
9336,0,0,0.97,262,0.9,5,sales,7,3,0
9337,0,0,0.6,201,0.59,4,sales,7,3,0
9338,0,0,0.82,229,0.67,3,sales,7,3,0
9339,0,0,0.95,228,0.48,4,sales,7,2,0
9340,0,0,0.88,228,0.65,5,sales,7,3,0
9341,0,0,0.79,273,0.49,3,sales,7,3,0
9342,0,0,0.52,171,0.96,4,sales,7,2,0
9343,0,0,0.22,148,0.61,3,sales,7,5,0
9344,0,0,0.59,211,0.96,5,sales,7,3,0
9345,0,0,0.84,211,0.64,2,sales,7,3,0
9346,0,0,0.54,175,0.41,3,sales,7,3,0
9347,0,0,1.0,245,0.86,4,sales,7,4,0
9348,0,1,0.93,273,0.59,3,sales,7,2,0
9349,0,1,0.96,225,0.55,3,sales,7,4,0
9350,0,0,0.56,152,0.41,5,sales,7,3,0
9351,0,0,0.49,194,0.66,5,sales,7,3,0
9352,0,1,0.89,185,0.51,4,sales,7,3,0
9353,0,0,0.57,193,0.91,3,sales,7,2,0
9354,0,0,0.84,159,0.93,3,sales,7,3,0
9355,0,0,0.72,175,0.61,3,sales,7,3,0
9356,0,0,0.97,209,0.74,4,sales,7,2,0
9357,0,0,0.92,268,0.83,4,sales,7,4,0
9358,0,0,0.95,264,0.53,3,sales,7,3,0
9359,0,0,0.76,234,0.64,4,sales,7,2,0
9360,0,0,0.24,199,0.62,5,sales,7,4,0
9361,1,0,0.89,205,0.99,4,sales,7,2,0
9362,1,0,0.69,140,0.63,5,sales,7,4,0
9363,1,0,0.92,257,0.98,3,sales,7,3,0
9364,1,0,0.79,227,0.61,4,sales,7,2,0
9365,1,0,0.87,189,0.94,4,sales,7,3,0
9366,0,1,0.89,241,0.88,5,sales,7,2,0
9367,0,0,0.75,199,0.77,5,sales,7,4,0
9368,0,0,0.78,206,0.6,4,sales,7,3,0
9369,0,0,0.13,268,0.62,5,sales,7,3,0
9370,0,1,0.94,221,0.86,3,sales,7,3,0
9371,0,0,0.94,262,0.88,4,sales,7,2,0
9372,0,0,0.67,253,0.6,5,sales,7,6,0
9373,0,0,0.6,241,0.73,5,sales,7,3,0
9374,0,0,0.9,229,0.67,2,sales,7,4,0
9375,0,1,0.93,238,0.91,2,sales,7,2,0
9376,0,0,0.83,98,0.86,4,sales,7,4,0
9377,0,0,0.61,156,0.73,5,sales,7,4,0
9378,0,0,0.97,248,0.89,4,sales,7,2,0
9379,0,0,0.5,170,0.81,3,sales,7,2,0
9380,0,0,0.84,245,0.54,3,sales,7,3,0
9381,0,0,0.58,203,0.38,4,sales,7,5,0
9382,0,0,0.59,182,0.72,3,sales,7,3,0
9383,1,0,0.77,175,0.83,3,sales,7,3,0
9384,1,1,0.78,145,0.4,4,sales,7,5,0
9385,1,1,0.6,220,0.96,4,sales,7,3,0
9386,1,1,0.53,259,0.77,4,sales,7,2,0
9387,1,0,0.73,228,0.69,3,sales,7,2,0
9388,0,0,0.76,189,0.94,3,sales,7,3,0
9389,0,0,0.12,257,0.61,6,sales,7,3,0
9390,0,0,0.2,180,0.98,3,sales,7,6,0
9391,0,0,0.5,180,0.77,4,sales,7,3,0
9392,0,1,0.79,215,0.65,5,sales,7,2,0
9393,0,0,0.96,132,0.68,3,sales,7,2,0
9394,0,0,0.79,231,0.79,4,sales,7,2,0
9395,0,0,0.92,252,0.67,2,sales,7,2,0
9396,0,0,0.99,163,0.75,4,sales,7,2,0
9397,0,0,0.77,189,0.85,4,sales,7,2,0
9398,0,0,0.49,156,0.52,3,sales,7,2,0
9399,0,0,0.98,183,0.58,3,sales,7,3,0
9400,0,1,0.18,209,0.54,6,sales,7,5,0
9401,0,0,0.8,271,0.82,4,sales,7,4,0
9402,0,0,0.81,251,0.77,5,sales,7,2,0
9403,0,0,0.13,198,0.61,5,sales,7,5,0
9404,1,1,0.58,274,0.97,3,sales,7,4,0
9405,1,0,0.75,209,0.63,4,sales,7,3,0
9406,1,0,0.8,271,0.94,4,sales,7,4,0
9407,1,0,0.78,143,0.6,4,sales,7,2,0
9408,1,1,0.92,236,0.6,5,sales,7,3,0
9409,1,0,0.85,222,0.98,5,sales,7,3,0
9410,1,0,0.52,233,0.63,3,sales,7,3,0
9411,1,1,0.95,270,0.84,3,sales,7,3,0
9412,1,0,0.81,258,0.92,5,sales,7,3,0
9413,1,1,0.16,202,0.82,6,sales,7,4,0
9414,0,0,0.92,176,0.99,3,sales,7,8,0
9415,0,0,0.62,268,0.79,4,sales,7,6,0
9416,0,1,0.73,233,0.88,5,sales,7,4,0
9417,0,0,0.32,214,0.86,4,sales,7,5,0
9418,0,0,0.78,285,0.96,2,sales,7,3,0
9419,0,1,0.65,224,0.91,4,sales,7,2,0
9420,0,0,0.56,224,0.92,4,sales,7,3,0
9421,0,0,0.96,142,0.89,3,sales,7,4,0
9422,0,0,0.79,220,0.82,4,sales,7,3,0
9423,0,0,0.66,244,0.58,4,sales,7,3,0
9424,0,0,0.67,171,0.68,4,sales,7,3,0
9425,0,1,0.86,274,0.82,4,sales,7,2,0
9426,0,1,0.57,214,0.72,4,sales,7,2,0
9427,0,0,0.86,171,0.87,5,sales,7,2,0
9428,0,0,0.52,150,0.59,5,sales,7,2,0
9429,0,1,0.73,260,0.61,4,sales,7,2,0
9430,0,0,0.78,259,0.63,5,sales,7,3,0
9431,0,0,0.95,153,0.63,3,sales,7,2,0
9432,0,0,0.75,263,0.61,3,sales,7,3,0
9433,0,1,0.83,149,0.52,2,sales,7,2,0
9434,0,0,0.96,247,0.85,4,sales,7,3,0
9435,0,0,0.95,225,0.8,3,sales,7,2,0
9436,0,1,0.84,121,0.63,3,sales,7,3,0
9437,0,0,0.44,219,0.51,2,sales,7,4,0
9438,0,0,0.94,204,0.73,4,sales,7,2,0
9439,0,0,0.85,235,0.94,5,sales,7,4,0
9440,0,1,0.75,215,0.51,2,sales,7,2,0
9441,0,0,0.76,243,0.67,5,sales,7,3,0
9442,0,0,0.13,162,0.97,4,sales,7,6,0
9443,0,0,0.6,262,0.79,4,sales,7,3,0
9444,0,0,0.45,206,0.55,4,sales,7,2,0
9445,0,1,0.49,125,1.0,2,sales,7,4,0
9446,0,0,0.19,167,0.36,3,sales,7,5,0
9447,0,0,0.68,218,0.89,5,sales,7,5,0
9448,0,0,0.53,181,0.91,5,sales,7,3,0
9449,0,0,1.0,269,0.77,5,sales,7,3,0
9450,0,0,0.99,167,0.86,3,sales,7,2,0
9451,0,0,0.29,271,0.75,6,sales,7,10,0
9452,0,1,0.54,201,0.83,4,sales,7,8,0
9453,0,0,0.25,229,0.9,6,sales,7,8,0
9454,1,0,0.8,224,0.75,4,sales,7,3,0
9455,0,0,0.61,242,0.89,3,sales,7,10,0
9456,0,0,0.47,284,0.79,3,sales,7,10,0
9457,0,0,0.22,274,0.7,2,sales,7,10,0
9458,0,0,0.5,130,0.48,4,sales,7,10,0
9459,0,0,0.56,146,0.87,3,sales,7,10,0
9460,0,0,0.84,207,0.85,4,sales,7,10,0
9461,0,1,0.69,210,0.72,4,sales,7,2,0
9462,0,0,0.53,143,0.64,3,sales,7,2,0
9463,0,0,0.17,116,0.57,4,sales,7,3,0
9464,0,1,0.48,162,0.71,2,sales,7,3,0
9465,0,0,0.94,242,0.51,3,sales,7,3,0
9466,0,0,0.77,153,0.89,4,sales,7,7,0
9467,0,1,1.0,194,0.72,5,sales,7,7,0
9468,0,0,0.49,233,0.65,4,sales,7,7,0
9469,0,0,0.93,283,0.73,4,sales,7,7,0
9470,0,0,0.38,188,0.43,3,sales,7,7,0
9471,0,0,0.6,182,0.54,4,sales,7,6,0
9472,0,0,0.5,286,0.82,2,sales,7,6,0
9473,0,0,0.97,212,0.55,5,sales,7,6,0
9474,1,0,0.81,240,0.62,3,sales,7,6,0
9475,0,0,0.9,137,0.51,4,sales,7,6,0
9476,0,0,0.64,143,0.67,3,sales,7,6,0
9477,0,0,0.76,170,0.82,4,sales,7,6,0
9478,0,0,0.97,135,0.41,5,sales,7,6,0
9479,0,0,0.69,174,0.76,3,sales,7,6,0
9480,0,1,0.98,166,0.55,3,sales,7,6,0
9481,0,0,0.18,174,0.61,5,sales,7,6,0
9482,0,0,0.62,251,0.91,3,sales,7,10,0
9483,0,1,0.29,187,0.37,6,sales,7,10,0
9484,0,0,0.87,170,0.48,5,sales,7,3,0
9485,0,0,0.91,241,0.64,3,sales,7,10,0
9486,0,1,0.53,221,0.79,3,sales,7,10,0
9487,0,1,0.69,257,0.73,4,sales,7,10,0
9488,0,0,0.14,275,0.58,4,sales,7,10,0
9489,0,0,0.7,245,0.77,4,sales,7,2,0
9490,0,0,0.77,246,0.75,6,sales,7,6,0
9491,0,0,0.77,263,0.76,6,sales,7,6,0
9492,0,0,0.76,133,0.99,3,sales,7,4,0
9493,0,0,0.66,157,0.49,4,sales,7,3,0
9494,0,0,0.51,229,0.73,4,sales,7,3,0
9495,0,0,0.36,111,0.73,2,sales,7,2,0
9496,0,0,0.62,271,0.97,2,sales,7,3,0
9497,0,0,0.98,133,0.58,4,sales,7,3,0
9498,0,0,0.53,223,0.7,4,sales,7,3,0
9499,0,0,0.8,272,0.95,4,sales,7,2,0
9500,0,0,0.73,233,0.77,3,sales,7,3,0
9501,0,0,0.82,162,0.8,3,sales,7,3,0
9502,0,0,0.62,165,0.75,5,sales,7,4,0
9503,0,0,0.87,242,0.48,5,sales,7,3,0
9504,0,0,0.43,124,0.65,4,sales,7,2,0
9505,0,0,0.57,163,0.6,2,sales,7,3,0
9506,0,0,0.91,144,0.77,3,sales,7,3,0
9507,0,0,0.75,149,0.59,5,sales,7,4,0
9508,0,0,0.76,217,0.8,5,sales,7,2,0
9509,0,0,0.85,139,0.49,4,sales,7,2,0
9510,0,0,0.56,270,0.67,3,sales,7,2,0
9511,0,0,0.86,177,0.84,3,sales,7,3,0
9512,0,1,0.21,175,0.43,5,sales,7,2,0
9513,0,0,0.94,151,0.59,3,sales,7,2,0
9514,0,0,0.98,185,0.74,3,sales,7,3,0
9515,0,0,0.42,227,0.45,3,sales,7,3,0
9516,0,0,0.98,218,0.89,4,sales,7,2,0
9517,0,0,1.0,167,0.93,5,sales,7,3,0
9518,0,1,0.95,183,0.52,3,sales,7,2,0
9519,0,0,0.95,259,0.5,4,sales,7,3,0
9520,0,1,0.68,138,0.53,3,sales,7,2,0
9521,0,0,0.64,122,0.38,5,sales,7,4,0
9522,0,0,0.24,225,0.62,6,sales,7,6,0
9523,0,0,0.37,121,0.72,3,sales,7,2,0
9524,0,0,0.67,274,0.4,4,sales,7,3,0
9525,0,0,0.86,153,0.89,4,sales,7,4,0
9526,0,0,0.43,119,0.38,3,sales,7,2,0
9527,0,1,0.67,141,0.67,4,sales,7,2,0
9528,0,0,0.51,258,0.97,4,sales,7,2,0
9529,1,0,0.86,149,0.95,4,sales,7,3,0
9530,0,0,0.69,264,0.59,4,sales,7,3,0
9531,0,0,0.87,207,0.87,5,sales,7,2,0
9532,0,0,0.17,239,0.78,3,sales,7,6,0
9533,0,0,0.94,239,0.51,6,sales,7,5,0
9534,0,0,0.5,258,1.0,4,sales,7,3,0
